Version,Family,Scientific name,Previously,As of the stated version,Date,,,,,,
v 2.1,Viburnaceae,Viburnum lentago,Under evaluation,Accepted (terminal),07-Jan-23,,,,,,
v 2.1,Viburnaceae,Viburnum opulus,Accepted (terminal),Accepted (terminal),07-Jan-23,,,,,,
v 2.1,Viburnaceae,Viburnum opulus var. opulus,Accepted (terminal),Synonym of Viburnum opulus L.,07-Jan-23,,,,,,
v 2.1,Viscaceae,Arceuthobium abietinum ssp. abietinum,Accepted (terminal),Synonym of Arceuthobium abietinum (Engelm.) Engelm. ex Munz ssp. grandae Kenaley,07-Jan-23,,,,,,
v 2.1,Viscaceae,Arceuthobium abietinum ssp. grandae,Under evaluation,Accepted (terminal),07-Jan-23,,,,,,
v 2.1,Viscaceae,Phoradendron juniperinum,Accepted (not terminal),Accepted (not terminal),07-Jan-23,,,,,,
v 2.1,Viscaceae,Phoradendron juniperinum ssp. juniperinum,Synonym of Phoradendron juniperinum,Accepted (terminal),07-Jan-23,,,,,,
v 2.1,Viscaceae,Phoradendron juniperinum ssp. libocedri,Synonym of Phoradendron juniperinum,Accepted (terminal),07-Jan-23,,,,,,
v 2.1,Viscaceae,Phoradendron libocedri,Accepted (terminal),Synonym of Phoradendron juniperinum A. Gray ssp. libocedri (Engelm.) Wiens,07-Jan-23,,,,,,
v 2.0,Amaranthaceae,Chenopodium incognitum,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Apiaceae,Glehnia littoralis,Accepted (terminal),Synonym of Glehnia leiocarpa,12-Oct-20,,,,,,
v 2.0,Asparagaceae,Muilla transmontana,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Antennaria microphylla,Misapplied to Antennaria pulvinata,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Antennaria rosea,Synonym of Antennaria pulvinata,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Antennaria rosea ssp. arida,Accepted (terminal),Synonym of Antennaria microphylla,12-Oct-20,,,,,,
v 2.0,Asteraceae,Anthemis tinctoria,Accepted (terminal),Synonym of Cota tinctoria,12-Oct-20,,,,,,
v 2.0,Asteraceae,Arnica chamissonis,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Arnica chamissonis ssp. foliosa,Accepted (terminal),Synonym of Arnica chamissonis,12-Oct-20,,,,,,
v 2.0,Asteraceae,Arnica chamissonis ssp. incana,Accepted (terminal),Synonym of Arnica chamissonis,12-Oct-20,,,,,,
v 2.0,Asteraceae,Arnica lanceolata,Synonym of Arnica lanceolata ssp. prisca,Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Arnica lanceolata ssp. prima,Synonym of Arnica lanceolata ssp. prisca,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Arnica lanceolata ssp. prisca,Accepted (terminal),Excluded,12-Oct-20,,,,,,
v 2.0,Asteraceae,Artemisia arbuscula ssp. longicaulis,Accepted (terminal),Synonym of Artemisia arbuscula ssp. arbuscula,12-Oct-20,,,,,,
v 2.0,Asteraceae,Artemisia campestris ssp. pacifica,Synonym of Artemisia campestris var. scouleriana,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Artemisia campestris var. scouleriana,Accepted (terminal),Synonym of Artemisia campestris ssp. pacifica,12-Oct-20,,,,,,
v 2.0,Asteraceae,Artemisia ludoviciana ssp. estesii,Accepted (terminal),Synonym of Artemisia estesii,12-Oct-20,,,,,,
v 2.0,Asteraceae,Baccharis douglasii,Accepted (terminal),Synonym of Baccharis glutinosa,12-Oct-20,,,,,,
v 2.0,Asteraceae,Baccharis glutinosa,Misapplied to Baccharis douglasii,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Baccharis salicifolia,Under evaluation,Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Baccharis salicifolia ssp. salicifolia,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Centaurea × gerstlaueri,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Centaurea × moncktonii,Accepted (terminal),Synonym of Centaurea × gerstlaueri,12-Oct-20,,,,,,
v 2.0,Asteraceae,Centaurea jacea × Centaurea nigra,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Chaenactis douglasii,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Chaenactis douglasii var. douglasii,Accepted (terminal),Synonym of Chaenactis douglasii,12-Oct-20,,,,,,
v 2.0,Asteraceae,Chaenactis douglasii var. glandulosa,Accepted (terminal),Synonym of Chaenactis douglasii,12-Oct-20,,,,,,
v 2.0,Asteraceae,Chaenactis suffrutescens,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Cirsium scariosum,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Cirsium scariosum var. americanum,Accepted (terminal),Synonym of Cirsium scariosum,12-Oct-20,,,,,,
v 2.0,Asteraceae,Cirsium scariosum var. scariosum,Accepted (terminal),Synonym of Cirsium scariosum,12-Oct-20,,,,,,
v 2.0,Asteraceae,Cirsium scariosum var. toiyabense,Accepted (terminal),Synonym of Cirsium scariosum,12-Oct-20,,,,,,
v 2.0,Asteraceae,Coreopsis tinctoria,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Coreopsis tinctoria var. atkinsoniana,Accepted (terminal),Synonym of Coreopsis tinctoria,12-Oct-20,,,,,,
v 2.0,Asteraceae,Corethrogyne filaginifolia,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Corethrogyne filaginifolia var. californica,Accepted (terminal),Synonym of Corethrogyne filaginifolia,12-Oct-20,,,,,,
v 2.0,Asteraceae,Cota tinctoria,Synonym of Anthemis tinctoria,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Erechtites glomeratus,Synonym of Senecio glomeratus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Erechtites minimus,Synonym of Senecio minimus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron compositus,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron compositus var. compositus,Accepted (terminal),Synonym of Erigeron compositus,12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron compositus var. glabratus,Accepted (terminal),Synonym of Erigeron compositus,12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron davisii,Accepted (terminal),Synonym of Erigeron disparipilus,12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron divergens,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron divergens var. divergens,Accepted (terminal),Synonym of Erigeron divergens,12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron karvinskianus,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Erigeron strigosus var. septentrionalis,Accepted (terminal),Synonym of Erigeron strigosus var. strigosus,12-Oct-20,,,,,,
v 2.0,Asteraceae,Eucephalus ledophyllus,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Eucephalus ledophyllus var. covillei,Synonym of Eucephalus ledophyllus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Eucephalus ledophyllus var. ledophyllus,Synonym of Eucephalus ledophyllus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Grindelia hirsutula,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Grindelia hirsutula var. davyi,Accepted (terminal),Synonym of Grindelia hirsutula,12-Oct-20,,,,,,
v 2.0,Asteraceae,Hieracium gracile,Accepted (terminal),Synonym of Hieracium triste,12-Oct-20,,,,,,
v 2.0,Asteraceae,Hieracium sabaudum,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Hieracium triste,Synonym of Hieracium gracile,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Hymenoxys cooperi,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Hymenoxys cooperi var. canescens,Accepted (terminal),Synonym of Hymenoxys cooperi,12-Oct-20,,,,,,
v 2.0,Asteraceae,Jacobaea maritima,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Layia septentrionalis,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Leontodon saxatilis,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Leontodon saxatilis ssp. saxatilis,Accepted (terminal),Synonym of Leontodon saxatilis,12-Oct-20,,,,,,
v 2.0,Asteraceae,Matricaria suffruticosa,Accepted (terminal),Synonym of Oncosiphon suffruticosum,12-Oct-20,,,,,,
v 2.0,Asteraceae,Oncosiphon suffruticosum,Synonym of Matricaria suffruticosa,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Psathyrotes annua,Accepted (terminal),Excluded,12-Oct-20,,,,,,
v 2.0,Asteraceae,Senecio cineraria,Accepted (terminal),Synonym of Jacobaea maritima,12-Oct-20,,,,,,
v 2.0,Asteraceae,Senecio glomeratus,Accepted (terminal),Synonym of Erechtites glomeratus,12-Oct-20,,,,,,
v 2.0,Asteraceae,Senecio minimus,Accepted (terminal),Synonym of Erechtites minimus,12-Oct-20,,,,,,
v 2.0,Asteraceae,Senecio triangularis,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Senecio triangularis var. angustifolius,Accepted (terminal),Synonym of Senecio triangularis,12-Oct-20,,,,,,
v 2.0,Asteraceae,Senecio triangularis var. triangularis,Accepted (terminal),Synonym of Senecio triangularis,12-Oct-20,,,,,,
v 2.0,Asteraceae,Sericocarpus oregonensis,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Sericocarpus oregonensis ssp. oregonensis,Synonym of Sericocarpus oregonensis,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Solidago lepida var. lepida,Accepted (terminal),Synonym of Solidago lepida,12-Oct-20,,,,,,
v 2.0,Asteraceae,Solidago lepida var. salebrosa,Accepted (terminal),Synonym of Solidago lepida,12-Oct-20,,,,,,
v 2.0,Asteraceae,Solidago simplex var. spathulata,Accepted (terminal),Synonym of Solidago spathulata,12-Oct-20,,,,,,
v 2.0,Asteraceae,Solidago spathulata,Synonym of Solidago simplex var. spathulata,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Symphyotrichum bracteolatum × Symphyotrichum foliaceum var. parryi,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Tanacetum bipinnatum,Synonym of Tanacetum camphoratum,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Asteraceae,Tanacetum camphoratum,Accepted (terminal),Synonym of Tanacetum bipinnatum,12-Oct-20,,,,,,
v 2.0,Betulaceae,Alnus alnobetula,Under evaluation,Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Betulaceae,Alnus alnobetula ssp. sinuata,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Betulaceae,Alnus viridis,Accepted (terminal),Synonym of Alnus alnobetula,12-Oct-20,,,,,,
v 2.0,Betulaceae,Alnus viridis ssp. sinuata,Accepted (terminal),Synonym of Alnus alnobetula ssp. sinuata,12-Oct-20,,,,,,
v 2.0,Betulaceae,Betula × utahensis,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Betulaceae,Corylus cornuta ssp. californica,Accepted (terminal),Synonym of Corylus cornuta var. californica,12-Oct-20,,,,,,
v 2.0,Betulaceae,Corylus cornuta var. californica,Synonym of Corylus cornuta ssp. californica,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Blechnaceae,Blechnum spicant,Accepted (terminal),Synonym of Struthiopteris spicant,12-Oct-20,,,,,,
v 2.0,Blechnaceae,Struthiopteris spicant,Synonym of Blechnum spicant,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Amsinckia menziesii,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Amsinckia menziesii var. intermedia,Accepted (terminal),Synonym of Amsinckia menziesii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Amsinckia menziesii var. menziesii,Accepted (terminal),Synonym of Amsinckia menziesii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Amsinckiopsis kingii,Under evaluation,Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Amsinckiopsis kingii var. kingii,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha circumscissa,Accepted (terminal),Synonym of Greeneocharis circumscissa,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha grandiflora,Synonym of Cryptantha intermedia,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha humilis,Accepted (terminal),Synonym of Oreocarya humilis,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha intermedia,Accepted (not terminal),Ambiguous,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha intermedia var. hendersonii,Synonym of Cryptantha intermedia,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha intermedia var. intermedia,Synonym of Cryptantha intermedia,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha propria,Accepted (terminal),Synonym of Oreocarya propria,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha recurvata,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha sobolifera,Accepted,Ambiguous,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha spiculifera,Accepted (terminal),Synonym of Oreocarya spiculifera,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha torreyana,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Cryptantha torreyana var. torreyana,Synonym of Cryptantha torreyana var. torreyana,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Eremocarya micrantha,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Eremocarya micrantha var. micrantha,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Greeneocharis circumscissa,Synonym of Cryptantha circumscissa,Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Greeneocharis circumscissa var. circumscissa,Synonym of Cryptantha circumscissa,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Hackelia bella,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Hackelia hispida,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Hackelia hispida var. hispida,Accepted (terminal),Synonym of Hackelia hispida,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Hackelia patens,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Hackelia patens var. patens,Accepted (terminal),Synonym of Hackelia patens,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Lappula montana,Accepted (terminal),Synonym of Lappula redowskii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Lappula redowskii,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Lappula redowskii var. cupulata,Accepted (terminal),Synonym of Lappula redowskii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Lappula redowskii var. redowskii,Accepted (terminal),Synonym of Lappula redowskii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia ciliata,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia ciliata var. ciliata,Synonym of Mertensia ciliata,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia foliosa,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia oblongifolia,Accepted,Ambiguous,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia paniculata var. paniculata,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia platyphylla,Accepted (terminal),Synonym of Mertensia subcordata,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia subcordata,Synonym of Mertensia platyphylla,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Mertensia umbratilis,Synonym of Mertensia oblongifolia,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya glomerata,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya humilis,Synonym of Cryptantha humilis,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya interrupta,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya propria,Synonym of Cryptantha propria,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya schoolcraftii,Synonym of Cryptantha sobolifera,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya sobolifera,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya spiculifera,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Oreocarya subretusa,Synonym of Cryptantha sobolifera,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys cognatus,Synonym of Plagiobothrys hispidulus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys cusickii,Synonym of Plagiobothrys hispidulus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys glyptocarpus,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys glyptocarpus var. glyptocarpus,Synonym of Plagiobothrys glyptocarpus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys hispidulus,Accepted (terminal),Ambiguous,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys kingii,Accepted (not terminal),Synonym of Amsinckiopsis kingii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys kingii var. harknessii,Accepted (terminal),Synonym of Amsinckiopsis kingii var. harknessii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys kingii var. kingii,Accepted (terminal),Synonym of Amsinckiopsis kingii var. kingii,12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys mollis,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Boraginaceae,Plagiobothrys mollis var. mollis,Synonym of Plagiobothrys mollis,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Brassicaceae,Boechera rollei,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Brassicaceae,Descurainia pinnata,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Brassicaceae,Descurainia pinnata ssp. brachycarpa,Synonym of Descurainia pinnata,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Brassicaceae,Lepidium pinnatifidum,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Brassicaceae,Planodes virginicum,Accepted (terminal),Excluded,12-Oct-20,,,,,,
v 2.0,Brassicaceae,Streptanthus tortuosus,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Brassicaceae,Streptanthus tortuosus ssp. tortuosus,Accepted (terminal),Synonym of Streptanthus tortuosus,12-Oct-20,,,,,,
v 2.0,Butomaceae,Butomus umbellatus,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Caprifoliaceae,Symphoricarpos oreophilus var. utahensis,Accepted (terminal),Synonym of Symphoricarpos rotundifolius,12-Oct-20,,,,,,
v 2.0,Caprifoliaceae,Symphoricarpos rotundifolius,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Caprifoliaceae,Symphoricarpos rotundifolius var. rotundifolius,Accepted (terminal),Synonym of Symphoricarpos rotundifolius,12-Oct-20,,,,,,
v 2.0,Caryophyllaceae,Eremogone capillaris var. americana × Eremogone kingii var. glabrescens,Accepted (terminal),Excluded,12-Oct-20,,,,,,
v 2.0,Caryophyllaceae,Sagina alexandrae,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Caryophyllaceae,Sagina subulata,Accepted (terminal),Synonym of Sagina alexandrae,12-Oct-20,,,,,,
v 2.0,Celastraceae,Euonymus fortunei,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cucurbitaceae,Marah fabacea,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cucurbitaceae,Marah watsonii,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cupressaceae,Juniperus chinensis,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cupressaceae,Taxodium distichum,Under evaluation,Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Cupressaceae,Taxodium distichum var. distichum,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cyperaceae,Carex agastachys,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cyperaceae,Carex aquatilis var. dives × Carex obnupta,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cyperaceae,Carex mesochorea,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Cyperaceae,Schoenoplectus saximontanus,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Ericaceae,Arctostaphylos patula × Arctostaphylos viscida,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Euphorbiaceae,Croton setiger,Accepted (terminal),Synonym of Croton setigerus,12-Oct-20,,,,,,
v 2.0,Euphorbiaceae,Croton setigerus,Synonym of Croton setiger,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Acmispon nevadensis,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Acmispon nevadensis var. nevadensis,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus cusickii var. sterilis,Accepted (terminal),Synonym of Astragalus sterilis,12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus geyeri,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus geyeri var. geyeri,Synonym of Astragalus geyeri var. geyeri,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus lentiginosus var. chartaceus,Accepted (terminal),Synonym of Astragalus lentiginosus var. platyphyllidius,12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus lentiginosus var. platyphyllidius,Misapplied to Astragalus lentiginosus var. chartaceus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus multiflorus,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus sterilis,Synonym of Astragalus cusickii var. sterilis,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus tegetarioides,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus tegetarioides var. tegetarioides,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus tenellus,Accepted (terminal),Synonym of Astragalus multiflorus,12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus toanus,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Astragalus toanus var. toanus,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Hedysarum boreale,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Hedysarum boreale var. boreale,Accepted (terminal),Synonym of Hedysarum boreale,12-Oct-20,,,,,,
v 2.0,Fabaceae,Hedysarum boreale var. mackenzii,Accepted (terminal),Synonym of Hedysarum boreale,12-Oct-20,,,,,,
v 2.0,Fabaceae,Lathyrus odoratus,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Fabaceae,Lupinus biddlei,Accepted (terminal),Synonym of Lupinus polyphyllus var. prunophilus,12-Oct-20,,,,,,
v 2.0,Fabaceae,Lupinus polycarpus,Accepted (terminal),Synonym of Lupinus bicolor,12-Oct-20,,,,,,
